Date,Type,Gender,weather,Path
2001-07-16 18:17:29,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-122127.png
2008-05-17 11:50:06,formal,female,summer,dataset\formal_women_summer\The Perfect Outfits For Your Next Job Interview - Society19.jpeg
2017-08-25 04:22:41,formal,male,summer,dataset\formal_men_summer\men_s outfit (1).jpeg
2015-09-13 00:05:54,casual,male,winter,dataset\casual_men_winter\30ad4379-bba2-48d6-b86e-0832b576c1bd.jpeg
2002-05-14 11:30:51,casual,female,winter,dataset\casual_women_winter\8bd6e4b6-73d3-4cc8-8086-2de5aa666b59.jpeg
2018-08-13 05:45:52,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-115752.png
2007-12-02 13:13:18,casual,male,winter,"dataset\casual_men_winter\Men’s Fashion _ Men fashion casual outfits, Street style outfits men, Mens casual dress outfits.jpeg"
2013-06-18 15:33:22,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.56.47_a7fc9ad6.jpg
2006-06-25 17:39:43,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-115812.png
2008-04-30 04:10:53,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-132636.png
2019-07-28 06:39:33,formal,female,winter,dataset\formal_women_winter\64 Great Women Suit Outfits Business Tips and Tricks You Have To See 2022.jpeg
2000-11-09 13:48:47,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.57.56_52dd5a9b.jpg
2011-04-10 15:52:40,beach,male,Summer,dataset\beach_men\16 Cool Summer Outfit Ideas for Men.jpeg
2010-11-30 22:34:57,beach,male,Summer,dataset\beach_men\Aesthetic Men_s Beach Outfits_ Black Casual Summer Styles - A 2023 Forecast - mens-club_online (1).jpeg
2020-10-27 17:27:03,formal,male,summer,dataset\formal_men_summer\Ropa y calzado de hombre _ Moda masculina _ Nueva Colección _ PdH.jpeg
2009-01-27 02:27:23,formal,female,summer,dataset\formal_women_summer\Ann Taylor The Tall One-Button Blazer in Seasonless Stretch Size 4 Black Women_s.jpeg
2002-09-24 17:53:56,casual,female,winter,dataset\casual_women_winter\Crochet festival crop tops.jpeg
2009-12-22 20:00:52,beach,male,Summer,dataset\beach_men\COOFANDY_s Summer Shirt Sets for Men.jpeg
2000-01-31 19:36:17,formal,female,winter,dataset\formal_women_winter\Women_s Clothing _ Theory.jpeg
2000-12-25 07:50:22,formal,male,summer,dataset\formal_men_summer\Men's Linen Shirt Shirt Summer Shirt Beach Shirt Black White Blue Long Sleeve Solid Color Turndown Summer Spring Outdoor Street Clothing Apparel Button-Down 2023 - US $20_39.jpeg
2007-04-01 08:36:13,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-165821.png
2018-10-03 04:48:05,formal,male,summer,dataset\formal_men_summer\5 Cool Outfits With White Shirt For Men.jpeg
2008-10-27 19:53:30,formal,male,summer,dataset\formal_men_summer\KOSZULE OXFORD.jpeg
2005-02-27 09:24:36,formal,male,summer,"dataset\formal_men_summer\Chic Cargo Pants, Gemini Hair_ Ultimate Summer Vibes _ Spidey Sona with Wedding Dresses Romantic.jpeg"
2018-12-12 19:09:51,casual,female,winter,dataset\casual_women_winter\Leather leggings.jpeg
2015-07-21 14:23:55,casual,male,summer,dataset\casual_men_summer\Long Sleev _ shorts - YouTube.jpeg
2020-11-06 02:57:25,formal,male,summer,dataset\formal_men_summer\Man's white shirt style.jpeg
2015-12-01 16:08:24,formal,female,winter,dataset\formal_women_winter\ti1620934570tld9731321ef4e063ebbee79298fa36f56 (1).jpeg
2012-06-16 07:38:57,formal,female,summer,dataset\formal_women_summer\An Alternative Look To A Formal Suit - Oh What A Sight To See.jpeg
2006-11-06 15:39:04,formal,female,summer,"dataset\formal_women_summer\Black Relaxed Fit Pants for Women, High Waist Black Pants for Women, Black Pants high rise, Formal Pants for Women, Office Wear Womens (1).jpeg"
2011-11-05 09:21:20,formal,male,summer,dataset\formal_men_summer\0f9c9f7c5f669b5d9b45dc8cd26d6c2f.jpg
2019-03-20 06:27:42,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-131046.png
2002-01-15 02:33:35,formal,female,summer,dataset\formal_women_summer\0eb1825d-98c1-4b30-8549-4d7397467b0d.jpeg
2003-12-31 06:41:38,formal,female,winter,dataset\formal_women_winter\802df96e-92c5-40ee-a3b4-29a8da6b3991.jpeg
2014-04-14 17:28:36,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-132653.png
2001-08-23 00:11:23,formal,male,summer,"dataset\formal_men_summer\Calvin Klein Men_s Modern Fit Dress Pant_ Formal pant , summer fashion, latest fashion_.jpeg"
2007-12-04 15:15:18,formal,female,summer,dataset\formal_women_summer\Estilo old money_ como embarcar na tendência hit - Guita Moda.jpeg
2016-03-18 14:23:24,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-165950.png
2015-01-25 23:57:36,casual,male,winter,dataset\casual_men_winter\Men Cable Knit Top.jpeg
2015-02-22 08:44:48,formal,male,summer,dataset\formal_men_summer\a4bb56fc-0dfe-49ff-9f40-c29fc6297695.jpeg
2010-11-02 22:05:44,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.57.37_0e416dd8.jpg
2016-05-07 18:19:39,formal,female,summer,dataset\formal_women_summer\Elevated Elegance Polished Fall Outfits for the Corporate Workplace__Fall Outfits for the Office.jpeg
2002-04-02 10:35:54,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-170653.png
2014-09-25 15:38:02,formal,male,summer,dataset\formal_men_summer\Trousers (1).jpeg
2009-07-06 23:22:30,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-122142.png
2013-11-25 18:06:38,casual,female,winter,dataset\casual_women_winter\15 Cute Outfits With Leggings For Teens That Are Trendy_ - honestlybecca.jpeg
2001-09-16 15:39:57,formal,male,summer,dataset\formal_men_summer\men's outfit (4).jpeg
2010-04-17 19:57:56,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-170431.png
2012-09-02 00:34:53,casual,female,winter,dataset\casual_women_winter\b4fb19c3-9d94-4066-b350-58ff290c1b06.jpeg
2010-04-27 04:32:08,beach,male,Winter,dataset\beach_men\Men_s Faherty Beacon Trunks - L(36-37) - Fish Scale Batik.jpeg
2003-07-12 03:24:06,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134939.png
2003-07-03 04:26:43,formal,male,summer,dataset\formal_men_summer\PT01 Pantaloni Torino Spring 2019 Collection.jpeg
2004-01-01 03:24:00,casual,male,winter,dataset\casual_men_winter\Men_s Crew Neck Sweaters _ Simons Canada.jpeg
2012-04-08 18:24:37,casual,female,winter,dataset\casual_women_winter\97fe9a22-a4af-4983-be08-a7e99c52ac80.jpeg
2001-01-24 13:39:46,casual,male,winter,dataset\casual_men_winter\26ca0f1a-d414-47ba-80ac-861e2ad60cc3.jpeg
2007-10-13 18:33:19,beach,male,Winter,"dataset\beach_men\Men_s Fashion, Style, Grooming, _ Lifestyle _ The Fashionisto (1).jpeg"
2003-01-18 20:14:20,formal,male,summer,dataset\formal_men_summer\Ropa y calzado de hombre _ Moda masculina _ Nueva Colección _ PdH (1).jpeg
2017-03-07 07:48:43,casual,female,summer,dataset\casual_women_summer\20 Key Closet Must-haves.jpeg
2011-08-15 04:12:21,casual,female,summer,dataset\casual_women_summer\Screenshot_20240106-233748.png
2014-10-28 07:24:27,formal,female,summer,dataset\formal_women_summer\Greyship.jpeg
2007-04-12 12:05:13,casual,female,winter,dataset\casual_women_winter\Screenshot_20240104-134746.png
2017-12-23 02:04:25,formal,male,summer,dataset\formal_men_summer\👌 Clean Simple Look!.jpeg
2015-07-03 16:01:29,casual,female,winter,dataset\casual_women_winter\Slay in style_ Fashionable tops to elevate your wardrobe _ Tops outfits.jpeg
2011-05-01 22:05:33,formal,male,winter,dataset\formal_men_winter\b81545c8-cf16-411c-8682-25fb8d3aa9e1.jpeg
2000-05-05 09:39:46,formal,male,summer,dataset\formal_men_summer\Massimo Dutti Women _ Spring Summer 2022 _ Official Site.jpeg
2013-02-06 18:21:39,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.56.57_232a86d8.jpg
2007-09-14 06:04:30,formal,female,winter,dataset\formal_women_winter\she brings luxury.jpeg
2001-01-11 16:23:14,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-122218.png
2017-05-29 08:37:47,formal,female,winter,dataset\formal_women_winter\6d0f3505-2af4-42c4-bec6-b07532e4421d.jpeg
2013-09-03 05:26:15,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-171110.png
2003-01-10 18:08:20,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-171645.png
2014-05-25 08:09:59,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134612.png
2016-05-23 03:16:55,formal,male,summer,dataset\formal_men_summer\Promotion for Woman 2023 _ MNG Australia.jpeg
2006-03-29 17:32:19,formal,male,summer,dataset\formal_men_summer\Sites-APAC-Site (1).jpeg
2011-03-12 02:54:14,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-170504.png
2017-02-19 04:11:01,casual,male,winter,dataset\casual_men_winter\How to Style Skinny Jeans.jpeg
2014-04-18 22:33:04,formal,male,summer,dataset\formal_men_summer\20 Pent Shirt Design & Combination__Formal Dressing Style For Men's.jpeg
2018-07-21 21:55:33,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-170847.png
2007-02-04 22:07:18,casual,female,summer,dataset\casual_women_summer\🖤🦢.jpeg
2016-01-24 18:23:24,formal,female,winter,dataset\formal_women_winter\9283dbc5-6fc9-4c68-bb5a-3001055159d3.jpeg
2015-05-15 05:27:38,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-122120.png
2002-04-16 07:11:50,formal,female,winter,dataset\formal_women_winter\adfd2a05-4a25-49b8-9d31-b5619ee46d41.jpeg
2001-05-08 16:27:07,casual,male,winter,dataset\casual_men_winter\Do you like the sweater？.jpeg
2004-01-19 10:15:49,formal,female,winter,dataset\formal_women_winter\Trendy fashion for women_.jpeg
2013-06-01 00:12:16,formal,male,summer,dataset\formal_men_summer\10 common fashion mistakes Indian men make.jpeg
2018-12-04 06:23:59,formal,male,summer,dataset\formal_men_summer\Massimo Dutti Women _ Spring Summer 2022 _ Official Site (1).jpeg
2011-11-10 10:33:53,formal,male,summer,dataset\formal_men_summer\Oxford Cloth Button Down Shirt Guide - OCBD.jpeg
2016-09-18 07:26:02,casual,male,summer,dataset\casual_men_summer\noah beck in roma.jpeg
2010-01-04 23:00:28,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-132113.png
2013-05-10 05:30:27,beach,male,Winter,dataset\beach_men\The Classic White_ 3 New Ways to Style White Shorts This Summer 2019.jpeg
2007-07-17 22:19:08,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-171018.png
2008-10-13 22:16:32,formal,male,summer,dataset\formal_men_summer\Men's Slim Fit Poplin White Shirt & Dress Combination Outfits.jpeg
2002-12-20 19:55:06,casual,male,winter,dataset\casual_men_winter\158140c6-a0b5-42a1-9d8b-757205ddc520.jpeg
2017-04-21 03:06:43,casual,female,summer,dataset\casual_women_summer\✩PINTEREST @manyaaryaa✩.jpeg
2010-12-25 20:42:06,formal,male,summer,dataset\formal_men_summer\mart casual outfits _ casual outfit _ fashion _ fashion nails.jpeg
2014-05-18 21:56:45,formal,male,summer,dataset\formal_men_summer\feea97c0bab660efa618d223abdb238d.jpg
2016-08-20 18:08:15,formal,male,summer,dataset\formal_men_summer\Light Brown Striped Slim Fit Shirt in Pure Linen.jpeg
2001-01-04 13:07:51,casual,male,winter,dataset\casual_men_winter\Screenshot_20240106-234107.png
2015-12-25 01:13:51,beach,male,Winter,dataset\beach_men\Men_s Shorts Guide.jpeg
2020-06-18 14:54:55,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-125538.png
2008-02-06 11:40:27,formal,female,summer,"dataset\formal_women_summer\High Waisted Pants for Women, Regular Fit Pants Women, High Rise Trousers for Women, Office and Formal Pants for women.jpeg"
2020-09-07 17:42:50,formal,female,summer,dataset\formal_women_summer\35 Essential Summer Work Outfits Office Casual 2023 Hacks You_ll Be Amazed By.jpeg
2019-07-06 23:07:28,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-165735.png
2011-10-13 19:04:19,casual,male,summer,dataset\casual_men_summer\Men_s LookBook.jpeg
2017-07-31 18:35:13,casual,female,winter,dataset\casual_women_winter\Trust Me_ This Under-$150 Outfit Formula Saves My Wardrobe Every Time (1).jpeg
2018-06-23 03:41:23,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-122036.png
2000-09-28 14:05:55,casual,male,winter,dataset\casual_men_winter\af3624744ffe83d1fbca1289911f38f2.jpg
2008-05-07 12:03:35,beach,male,Summer,"dataset\beach_men\Men_s Fashion, Style, Grooming, _ Lifestyle _ The Fashionisto (2).jpeg"
2004-06-18 19:01:55,beach,male,Summer,dataset\beach_men\Beach Outfits _ summer Fashion #shorts - YouTube.jpeg
2014-02-25 14:55:35,formal,male,summer,dataset\formal_men_summer\Men’s Guide To Styling White Jeans Outfits Correctly.jpeg
2003-07-19 21:38:49,casual,male,winter,dataset\casual_men_winter\🌳.jpeg
2010-06-29 13:03:05,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134009.png
2000-01-13 11:07:27,casual,female,winter,dataset\casual_women_winter\2f9dcd04-2732-4984-9809-8578e29cb4a9.jpeg
2006-12-26 16:29:23,casual,female,winter,dataset\casual_women_winter\Screenshot_20240106-233720.png
2011-02-26 12:46:22,formal,female,summer,dataset\formal_women_summer\Hellokimlet on LTK.jpeg
2001-06-16 01:10:11,beach,male,Summer,"dataset\beach_men\Men_s White Linen Long Sleeve Shirt, Mint Shorts, Brown Suede Boat Shoes, Navy Canvas Tote Bag.jpeg"
2016-04-27 04:30:28,casual,female,winter,dataset\casual_women_winter\Striped Mock Neck Drop Shoulder Sweater.jpeg
2010-01-27 16:57:10,beach,male,Summer,dataset\beach_men\bd2c0ae1-ebea-4173-8994-b99884e5d561.jpeg
2009-08-12 10:51:58,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-170200.png
2015-04-13 12:18:15,formal,male,winter,dataset\formal_men_winter\WhatsApp Image 2024-01-04 at 10.56.54_4393b6b0.jpg
2017-03-12 14:01:54,casual,male,winter,dataset\casual_men_winter\46ec6030652be5373f2912eab76944fc.jpg
2020-08-17 13:32:33,formal,male,summer,dataset\formal_men_summer\Stay Classy in TAILORED ATHLETE.jpeg
2019-11-12 10:02:08,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-131833.png
2009-10-25 19:55:53,formal,male,summer,dataset\formal_men_summer\7+ Best Black Shirt Combination Pants Ideas for Men - Beyoung Blog.jpeg
2009-05-31 01:32:18,casual,male,winter,dataset\casual_men_winter\2e8853c203e0da214c49985a19b4dbeb.jpg
2013-09-09 09:03:21,casual,male,winter,dataset\casual_men_winter\How to Wear a Tuxedo_ Cultural Interpretations and Variations (1).jpeg
2008-10-03 06:26:26,formal,male,summer,dataset\formal_men_summer\9e46228c-a8d6-4792-9cb8-f4827edb43b6.jpeg
2009-09-10 13:52:14,casual,male,winter,dataset\casual_men_winter\Men’s preppy outfit Inspo.jpeg
2000-06-16 14:41:26,formal,female,summer,dataset\formal_women_summer\Suit of the Week_ Reiss - Corporette_com.jpeg
2008-04-04 23:23:32,formal,male,summer,"dataset\formal_men_summer\+60 Inspirações de looks sociais masculinos, para não errar.jpeg"
2015-08-23 08:46:51,casual,female,winter,dataset\casual_women_winter\Short Puffer Jacket curated on LTK.jpeg
2005-03-28 17:27:00,casual,female,winter,dataset\casual_women_winter\Screenshot_20240106-233636.png
2018-10-12 06:50:01,formal,female,winter,dataset\formal_women_winter\e96b56a0-0338-4970-b0b2-34747babedf3.jpeg
2012-03-11 15:39:46,formal,female,summer,dataset\formal_women_summer\a937f5fd-6e82-48aa-8f45-a9a08c24f4f8.jpeg
2010-11-19 11:18:12,formal,female,winter,dataset\formal_women_winter\Blue Fashion _classic blue jeans_Blue Denim_Women Jeans_casual outfit ideasoutfit.jpeg
2007-02-27 11:20:57,formal,male,summer,dataset\formal_men_summer\Formal Shirts _ Causal Shirts for Men.jpeg
2014-03-20 17:08:20,casual,female,winter,dataset\casual_women_winter\Screenshot_20240104-133027.png
2007-07-26 18:39:43,casual,male,summer,dataset\casual_men_summer\b418f7b3-37ac-46b9-850a-cd1f4447f962.jpeg
2003-05-21 23:10:45,casual,male,summer,dataset\casual_men_summer\Men_s Camp Collar Shirt Cuban Collar Shirt Gray Short Sleeve Turndown Clothing Apparel 2023 - US $23_99.jpeg
2020-02-07 20:26:26,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-171001.png
2006-12-27 14:13:58,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-131130.png
2000-10-24 11:32:07,formal,female,winter,dataset\formal_women_winter\Suit of the Week_ Reiss.jpeg
2014-05-05 07:52:17,formal,female,summer,dataset\formal_women_summer\9f2398b5-4bb1-48a7-b758-afb696b7e5ed.jpeg
2017-03-01 23:00:24,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-121936.png
2019-12-31 06:09:38,beach,male,Winter,dataset\beach_men\Men_s fashion _ mode homme _ men_s wear.jpeg
2019-11-30 02:17:11,beach,male,Summer,dataset\beach_men\Men_s Faherty Beacon Trunks - L(36-37) - Fish Scale Batik (1).jpeg
2011-08-15 03:20:43,formal,female,winter,dataset\formal_women_winter\44 Most Saved Work Outfits Women Office Insights To Learn More Now.jpeg
2014-10-29 09:02:47,formal,female,summer,dataset\formal_women_summer\Drapey Boyfriend Shirt curated on LTK.jpeg
2007-12-24 06:02:01,formal,male,summer,dataset\formal_men_summer\Smart Look.jpeg
2016-12-24 23:48:01,casual,male,summer,dataset\casual_men_summer\Copy of Screenshot_20231230-171431.png
2009-12-27 19:16:08,formal,male,summer,dataset\formal_men_summer\Men_s Jackets _ Blazers - Dress Jackets _ Business Suits.jpeg
2011-07-06 05:36:11,formal,male,summer,dataset\formal_men_summer\ca19ae19-f435-4ce3-b5e9-f4cbd5591f9c.jpeg
2011-07-10 14:52:02,formal,male,summer,dataset\formal_men_summer\Black and white outfit.jpeg
2019-11-20 02:04:38,formal,male,winter,dataset\formal_men_winter\WhatsApp Image 2024-01-04 at 10.57.29_c6fc6f2d.jpg
2009-08-08 16:31:03,formal,female,summer,dataset\formal_women_summer\Whatemwore on Instagram.jpeg
2001-11-27 13:31:03,formal,male,summer,dataset\formal_men_summer\60 Dashing Formal Shirt And Pant Combinations For Men.jpeg
2004-04-15 20:59:48,formal,male,summer,dataset\formal_men_summer\Men's summer style.jpeg
2011-03-31 01:22:21,formal,male,summer,dataset\formal_men_summer\Custom Tailored Shirts by Modern Tailor.jpeg
2004-07-23 17:50:02,formal,female,winter,"dataset\formal_women_winter\Scanlan Theodore, Spring 2021.jpeg"
2006-12-03 11:11:23,casual,male,summer,dataset\casual_men_summer\c4160b91-a180-455b-9a7a-3b836c3af100.jpeg
2007-09-28 13:35:30,formal,female,winter,dataset\formal_women_winter\13571943-470f-4758-bad5-bec5d7067a13.jpeg
2013-03-23 05:34:27,casual,female,winter,dataset\casual_women_winter\_Pinterest Panache_ Midsize Body Fashion Statements_.jpeg
2003-08-13 20:46:44,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.58.00_d771f7f2.jpg
2012-10-22 04:13:28,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-131740.png
2012-08-24 07:44:59,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134123.png
2013-03-16 04:44:38,formal,female,summer,dataset\formal_women_summer\Fashion Forward_ Women_s Smart Fitted Dresses.jpeg
2016-01-17 06:08:02,casual,female,summer,dataset\casual_women_summer\30 Simple Spring Outfits With Shorts » Lady Decluttered.jpeg
2009-04-22 17:09:26,casual,male,winter,dataset\casual_men_winter\Holiday Outfits for Men - 19 Ways to Look Sharp on Holidays.jpeg
2012-07-20 01:02:38,casual,female,winter,dataset\casual_women_winter\17c624a9-940a-4feb-bbb7-33331b8cb5f1.jpeg
2020-04-01 02:47:52,formal,female,summer,dataset\formal_women_summer\1634eb49-570e-403f-97da-cc8c41441251.jpeg
2004-11-15 15:32:29,casual,female,winter,dataset\casual_women_winter\Screenshot_20240104-132715.png
2013-08-05 11:24:35,formal,male,winter,dataset\formal_men_winter\Men’s Grey Two Piece Suit _ Gentleman Style _ Giorgenti Custom Suit Brooklyn NYC.jpeg
2006-12-08 06:34:34,formal,male,winter,dataset\formal_men_winter\WhatsApp Image 2024-01-04 at 10.56.23_b4dfd0cd.jpg
2004-03-13 03:23:33,formal,male,winter,dataset\formal_men_winter\The Coolest Ways To Wear Blazer This Season….jpeg
2006-04-04 14:54:49,formal,female,winter,dataset\formal_women_winter\Internship Interview Attire 101.jpeg
2016-03-05 19:03:26,formal,male,summer,dataset\formal_men_summer\ee024ad6-1354-44bb-8dfe-a927a8f76c3e.jpeg
2011-12-10 19:14:23,casual,male,summer,dataset\casual_men_summer\Copy of Screenshot_20231230-171032.png
2010-07-10 00:26:14,casual,male,summer,dataset\casual_men_summer\Old Money Men_s Fashion 2024_ 30 Outfits You Need to Know.jpeg
2016-07-19 16:54:56,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134828.png
2013-10-20 13:14:22,casual,male,summer,dataset\casual_men_summer\Screenshot_20231230-170332.png
2001-02-09 19:02:33,casual,female,winter,dataset\casual_women_winter\Smart Casual Attire Guide for Women - 32 Outfits for 2023.jpeg
2015-08-29 01:33:49,beach,male,Summer,dataset\beach_men\eae1f3f1-5e95-42c3-8884-986b489f533d.jpeg
2005-12-11 06:58:45,formal,female,winter,dataset\formal_women_winter\0c9856b2-c547-4709-a772-cfadc0d2c070.jpeg
2000-07-29 04:45:34,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134952.png
2014-01-12 21:36:03,beach,male,Winter,dataset\beach_men\10 Bermudas Masculinas Para Turbinar os Looks de Verão - Canal Masculino.jpeg
2020-07-23 17:24:12,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.56.46_b238fe01.jpg
2012-11-11 03:47:53,casual,male,winter,dataset\casual_men_winter\Men Inspo Winter _ Streetwear Men Outfits Inspiration.jpeg
2018-10-06 09:06:07,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134837.png
2013-08-18 17:38:09,formal,female,summer,dataset\formal_women_summer\4bbd1c71-8bb7-46bd-a8f4-ff353ce83380.jpeg
2008-02-15 20:51:27,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.58.01_3e23c920.jpg
2010-10-25 17:34:27,casual,female,winter,dataset\casual_women_winter\Drop Shoulder Button Up Corduroy Jacket.jpeg
2000-09-17 18:38:37,casual,male,winter,dataset\casual_men_winter\Aesthetic outfits men Trendy mens fashion Mens clothing styles Streetwear men outfits Casual outfits.jpeg
2000-06-02 23:10:11,casual,female,winter,dataset\casual_women_winter\Screenshot_20240104-133637.png
2001-02-28 22:33:44,casual,male,summer,dataset\casual_men_summer\2024 Summer Dress Sale Online _ Up To 30_ Off.jpeg
2004-04-17 08:15:10,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.56.19_5f6a936a.jpg
2001-01-17 00:09:59,casual,male,summer,dataset\casual_men_summer\Screenshot_20240104-115622.png
2009-04-02 09:48:28,casual,male,summer,dataset\casual_men_summer\6fa108ea-cba1-4588-9370-58bb335b36c0.jpeg
2004-06-16 19:56:45,formal,male,summer,dataset\formal_men_summer\10 Casual Shirt Trends To Up Your Casual Looks In 2019.jpeg
2019-11-28 02:22:44,casual,female,winter,dataset\casual_women_winter\The Fall ‘19 Trends We’re Rocking in Winter 2020.jpeg
2007-08-11 20:30:17,formal,female,summer,dataset\formal_women_summer\8553a5f0-720b-48ef-b798-5f2dfb2b85fa.jpeg
2016-09-13 01:27:46,formal,female,winter,dataset\formal_women_winter\Peak Lapel One-Button Jacket - DARK GREY _ 10.jpeg
2014-01-05 13:19:31,casual,male,winter,dataset\casual_men_winter\Mens Puffer Jacket.jpeg
2005-10-10 16:57:29,formal,female,summer,dataset\formal_women_summer\1108f1a5-b203-468b-bf3d-e996a86882d8.jpeg
2001-05-08 03:35:22,formal,male,summer,dataset\formal_men_summer\#life style.jpeg
2000-01-28 01:21:31,formal,female,winter,dataset\formal_women_winter\fall outfits drees.jpeg
2017-04-06 23:19:35,formal,male,summer,dataset\formal_men_summer\af614526-0ff7-4a06-a139-782618568edc.jpeg
2001-03-22 15:03:26,formal,female,winter,dataset\formal_women_winter\Emma Watson wears a vintage Ralph Lauren gown to the 2018 Vanity Fair Oscar Party.jpeg
2013-01-17 06:26:12,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.57.58_cb83fcc2.jpg
2009-04-14 03:52:52,formal,male,summer,dataset\formal_men_summer\Men Fashion Outfits.jpeg
2005-10-18 23:07:13,formal,male,summer,dataset\formal_men_summer\SANTORELLI LUXURY FLAT FRONT WOOL TROUSERS….jpeg
2000-05-07 23:33:47,casual,male,winter,dataset\casual_men_winter\5 Winter Classics No Man Should Be Without.jpeg
2003-07-06 12:12:41,casual,male,winter,dataset\casual_men_winter\Screenshot_20240104-125518.png
2011-06-09 10:21:17,formal,male,summer,dataset\formal_men_summer\122e34cbfc9db204583acf3886802127.jpg
2002-07-07 10:33:08,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-170950.png
2009-02-13 01:15:53,beach,male,Winter,dataset\beach_men\What to Wear on a Cruise [2023 Style Guide].jpeg
2013-08-24 19:58:24,formal,female,summer,"dataset\formal_women_summer\Black Relaxed Fit Pants for Women, High Waist Black Pants for Women, Black Pants high rise, Formal Pants for Women, Office Wear Womens.jpeg"
2000-04-18 00:54:12,formal,male,summer,dataset\formal_men_summer\45 Classy Business Attire For Men - Greenorc.jpeg
2004-03-22 09:46:24,casual,male,summer,dataset\casual_men_summer\09fe9512-478d-40ca-940e-8c4706001d4e.jpeg
2018-03-06 13:59:34,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.57.35_290e3439.jpg
2013-11-21 02:07:43,formal,female,winter,dataset\formal_women_winter\Suit of the Week_ Reiss (1).jpeg
2016-04-15 07:26:58,formal,male,summer,dataset\formal_men_summer\business quotes business card design business job aesthetics business quote business woman aesthetic (1).jpeg
2013-03-26 16:26:11,formal,male,summer,dataset\formal_men_summer\WhatsApp Image 2024-01-04 at 10.58.04_8234cc89.jpg
2008-05-07 03:51:45,casual,male,winter,dataset\casual_men_winter\17bdcc1d-4ea2-44e7-8a58-f91add72a6a8.jpeg
2012-11-23 09:58:06,casual,female,summer,dataset\casual_women_summer\Linen French Floral Cropped Cute Slim Top - Little Flower _ M.jpeg
2003-03-05 02:23:09,casual,female,summer,dataset\casual_women_summer\f729e230-4e33-4661-860a-f73d6a313faa.jpeg
2003-03-19 17:23:27,casual,female,winter,"dataset\casual_women_winter\Leah Open Back Knit Vest, Grey.jpeg"
2006-12-01 17:08:34,formal,male,summer,dataset\formal_men_summer\outfit outfits outfit ideas outfit inspiration outfits fashion outfits aesthetic outfit aesthetic.jpeg
2017-03-19 15:16:24,beach,male,Winter,dataset\beach_men\Florida Summer Inspiration Album.jpeg
2005-04-11 23:33:13,casual,female,summer,dataset\casual_women_summer\Screenshot_20240104-134648.png
2001-10-05 05:40:17,casual,female,winter,dataset\casual_women_winter\uggs outfit for fall.jpeg
2020-11-29 23:42:35,formal,female,summer,dataset\formal_women_summer\The Perfect Outfits For Your Next Job Interview - Society19 (1).jpeg
2002-09-14 00:04:47,casual,male,winter,dataset\casual_men_winter\Screenshot_20231230-165355.png
